variant,round,dtype,M,N,block_dim,operation,scalar_median_ms,vector_median_ms,scalar_over_vector_ratio,latency_reduction_pct
old,1,fp16,16384,256,32,fused,22.263444519,10.0536880493,2.2144554724422862,54.84217170114888
old,1,bf16,1,16,32,transform,0.00729999989271,0.00751200020313,0.971778447192844,-2.9041138840523804
old,1,bf16,1,16,32,split,0.0133039996028,0.0129120007157,1.0303592677642404,2.9464739837897875
old,1,bf16,1,16,32,fused,0.00730800032616,0.00759999975562,0.961579021204037,-3.9956132516134066
old,1,bf16,1,64,32,transform,0.0108159996569,0.0107280001044,1.0082027919130898,0.8136053558753598
old,1,bf16,1,64,32,split,0.0172720000148,0.0170000001788,1.015999990184659,1.5748021987432237
old,1,bf16,1,64,32,fused,0.0136199995875,0.0134599998593,1.0118870527394137,1.174741064947196
old,1,bf16,1,128,32,transform,0.0202240005136,0.0167999997735,1.2038095706108851,16.93038297639218
old,1,bf16,1,128,32,split,0.0298839986324,0.0264800012112,1.1285497456760025,11.390702640139363
old,1,bf16,1,128,32,fused,0.0261759996414,0.0236000001431,1.109152520452554,9.841074012798336
old,1,bf16,1,256,32,transform,0.0387760013342,0.0335799992085,1.154735028236235,13.400046283568651
old,1,bf16,1,256,32,split,0.0545199990273,0.0503040015697,1.0838103794140197,7.732937514340208
old,1,bf16,1,256,32,fused,0.0499399989843,0.0450439989567,1.1086937248246196,9.80376477208018
old,1,bf16,17,16,32,transform,0.00729999989271,0.00764399990439,0.9549973814779305,-4.712328996381607
old,1,bf16,17,16,32,split,0.0124760001898,0.0135159999132,0.9230541780054086,-8.336002785975216
old,1,bf16,17,16,32,fused,0.00835200026631,0.00833199992776,1.002400424714763,0.2394676474170669
old,1,bf16,17,64,32,transform,0.0117919996381,0.0112719997764,1.046131997162448,4.40976829765055
old,1,bf16,17,64,32,split,0.0197479993105,0.0193639993668,1.0198306112506064,1.9445004917324815
old,1,bf16,17,64,32,fused,0.0151999995112,0.0146999999881,1.0340135730275348,3.2894706524929775
old,1,bf16,17,128,32,transform,0.0200599998236,0.0182400003076,1.0997806735365934,9.072779322055741
old,1,bf16,17,128,32,split,0.0314639985561,0.0296079993248,1.0626857360721902,5.898802811062848
old,1,bf16,17,128,32,fused,0.0263240009546,0.0246720001101,1.0669585293907209,6.2756449802184
old,1,bf16,17,256,32,transform,0.040340000391,0.03492000103,1.155211890066774,13.435794021978287
old,1,bf16,17,256,32,split,0.0572120010853,0.0519879996777,1.1004847549431838,9.130953835736836
